PMID,included,full_article,exclusion_reasons,third,during_review
29630885,FALSE,FALSE,no_paitc,FALSE,FALSE
29627809,FALSE,FALSE,no_paitc,FALSE,FALSE
29621039,FALSE,FALSE,no_paitc,FALSE,FALSE
29618273,FALSE,FALSE,no_paitc,FALSE,FALSE
29605841,TRUE,FALSE,NA,FALSE,FALSE
29589873,FALSE,TRUE,no_paitc,FALSE,FALSE
29589475,FALSE,FALSE,review,FALSE,FALSE
29579174,FALSE,FALSE,no_paitc,FALSE,FALSE
29570121,TRUE,FALSE,NA,FALSE,FALSE
29537878,FALSE,FALSE,methodological,FALSE,FALSE
29524005,FALSE,FALSE,no_paitc,FALSE,FALSE
29521644,FALSE,FALSE,no_paitc,FALSE,FALSE
29513676,FALSE,FALSE,no_paitc,FALSE,FALSE
29494348,FALSE,FALSE,methodological,FALSE,FALSE
29480454,FALSE,FALSE,not_original_article,FALSE,FALSE
29458286,TRUE,TRUE,NA,FALSE,FALSE
29408938,FALSE,FALSE,no_paitc,FALSE,FALSE
29381246,FALSE,FALSE,no_paitc,FALSE,FALSE
29330217,FALSE,FALSE,no_paitc,FALSE,FALSE
29327372,FALSE,FALSE,no_paitc,FALSE,FALSE
29304933,FALSE,FALSE,no_paitc,FALSE,FALSE
29302193,FALSE,FALSE,no_paitc,FALSE,FALSE
29271481,FALSE,FALSE,no_paitc,FALSE,FALSE
29247383,FALSE,FALSE,no_paitc,FALSE,FALSE
29234637,FALSE,FALSE,no_paitc,FALSE,FALSE
29205421,FALSE,FALSE,no_paitc,FALSE,FALSE
29201386,FALSE,FALSE,no_paitc,FALSE,FALSE
29197667,FALSE,FALSE,no_paitc,FALSE,FALSE
29192016,TRUE,FALSE,NA,FALSE,FALSE
32026346,FALSE,FALSE,no_paitc,FALSE,FALSE
29178025,FALSE,FALSE,not_original_article,FALSE,FALSE
29172760,FALSE,FALSE,no_paitc,FALSE,FALSE
29171861,TRUE,FALSE,NA,FALSE,FALSE
29164973,FALSE,FALSE,no_paitc,FALSE,FALSE
29139314,FALSE,FALSE,no_paitc,FALSE,FALSE
29139001,FALSE,FALSE,no_paitc,FALSE,FALSE
29126800,FALSE,FALSE,wrong_topic,FALSE,FALSE
30657401,FALSE,FALSE,methodological,FALSE,FALSE
29086363,FALSE,FALSE,not_original_article,FALSE,FALSE
29043538,FALSE,FALSE,no_paitc,FALSE,FALSE
29037513,FALSE,FALSE,no_paitc,FALSE,FALSE
28971316,FALSE,FALSE,wrong_topic,FALSE,FALSE
28967482,TRUE,TRUE,NA,FALSE,FALSE
28920068,FALSE,FALSE,no_paitc,FALSE,FALSE
28901021,FALSE,FALSE,no_paitc,FALSE,FALSE
28880737,FALSE,FALSE,no_paitc,FALSE,FALSE
28866822,FALSE,FALSE,no_paitc,FALSE,FALSE
28864100,FALSE,FALSE,no_paitc,FALSE,FALSE
28856580,FALSE,FALSE,methodological,FALSE,FALSE
28854405,FALSE,FALSE,no_paitc,FALSE,FALSE
28823204,FALSE,FALSE,methodological,FALSE,FALSE
28762213,TRUE,FALSE,NA,FALSE,FALSE
28742235,FALSE,FALSE,no_paitc,FALSE,FALSE
28736505,FALSE,TRUE,other_paitc,FALSE,FALSE
28732142,FALSE,FALSE,no_paitc,FALSE,FALSE
28712616,FALSE,FALSE,no_paitc,FALSE,FALSE
28708944,FALSE,FALSE,no_paitc,FALSE,FALSE
28680955,FALSE,FALSE,no_paitc,FALSE,FALSE
28663124,FALSE,TRUE,no_paitc,FALSE,FALSE
28648305,FALSE,FALSE,other_paitc,FALSE,FALSE
28646922,FALSE,FALSE,no_paitc,FALSE,FALSE
28641997,FALSE,FALSE,no_paitc,FALSE,FALSE
28614980,FALSE,FALSE,no_paitc,FALSE,FALSE
28607774,TRUE,FALSE,NA,FALSE,FALSE
28604117,FALSE,FALSE,no_itc,FALSE,FALSE
28603010,FALSE,FALSE,no_paitc,FALSE,FALSE
28573505,TRUE,FALSE,NA,FALSE,FALSE
28556675,FALSE,FALSE,no_paitc,FALSE,FALSE
28552513,FALSE,FALSE,wrong_topic,FALSE,FALSE
28549125,FALSE,TRUE,no_paitc,FALSE,FALSE
28522221,FALSE,FALSE,no_paitc,FALSE,FALSE
28497561,FALSE,FALSE,methodological,FALSE,FALSE
28474745,FALSE,TRUE,no_paitc,FALSE,FALSE
28430670,FALSE,FALSE,no_paitc,FALSE,FALSE
28415774,FALSE,FALSE,no_paitc,FALSE,FALSE
28382213,FALSE,FALSE,wrong_topic,FALSE,FALSE
28361519,FALSE,FALSE,no_paitc,FALSE,FALSE
28361159,FALSE,FALSE,methodological,FALSE,FALSE
28350241,TRUE,FALSE,NA,FALSE,FALSE
28294636,FALSE,FALSE,no_paitc,FALSE,FALSE
28283987,FALSE,FALSE,no_itc,FALSE,FALSE
28273772,FALSE,FALSE,no_paitc,FALSE,FALSE
28272725,FALSE,FALSE,no_paitc,FALSE,FALSE
28265459,TRUE,FALSE,NA,FALSE,FALSE
28220521,FALSE,FALSE,no_paitc,FALSE,FALSE
28137490,FALSE,FALSE,no_paitc,FALSE,FALSE
28122640,FALSE,FALSE,no_paitc,FALSE,FALSE
28096283,FALSE,FALSE,no_paitc,FALSE,FALSE
28063135,FALSE,FALSE,no_paitc,FALSE,FALSE
28062113,FALSE,FALSE,no_paitc,FALSE,FALSE
28052762,FALSE,FALSE,no_paitc,FALSE,FALSE
28000169,FALSE,FALSE,no_paitc,FALSE,FALSE
27882214,FALSE,FALSE,no_paitc,FALSE,FALSE
27868341,FALSE,FALSE,no_paitc,FALSE,FALSE
27866023,FALSE,FALSE,no_paitc,FALSE,FALSE
27848997,FALSE,FALSE,no_paitc,FALSE,FALSE
27806087,FALSE,FALSE,no_paitc,FALSE,FALSE
27734713,FALSE,FALSE,no_paitc,FALSE,FALSE
27543806,FALSE,FALSE,no_paitc,FALSE,FALSE
27352420,FALSE,FALSE,no_paitc,FALSE,FALSE
27657652,FALSE,FALSE,no_paitc,FALSE,FALSE
27778240,FALSE,FALSE,review,FALSE,FALSE
27736657,FALSE,FALSE,no_paitc,FALSE,FALSE
27733070,TRUE,FALSE,NA,FALSE,FALSE
27716074,FALSE,FALSE,no_paitc,FALSE,FALSE
27710868,FALSE,FALSE,no_paitc,FALSE,FALSE
27676174,FALSE,FALSE,no_paitc,FALSE,FALSE
27646863,FALSE,FALSE,no_paitc,FALSE,FALSE
27620206,FALSE,FALSE,methodological,FALSE,FALSE
27565278,FALSE,TRUE,no_paitc,FALSE,FALSE
27562480,FALSE,FALSE,no_paitc,FALSE,FALSE
27550239,TRUE,TRUE,NA,FALSE,FALSE
27529762,FALSE,FALSE,wrong_topic,FALSE,FALSE
27487843,FALSE,FALSE,no_paitc,FALSE,FALSE
27583319,FALSE,FALSE,review,FALSE,FALSE
27445511,TRUE,FALSE,NA,FALSE,FALSE
27384635,FALSE,FALSE,no_paitc,FALSE,FALSE
27366049,FALSE,FALSE,no_itc,FALSE,FALSE
27325329,FALSE,FALSE,no_paitc,FALSE,FALSE
27289476,FALSE,FALSE,no_paitc,FALSE,FALSE
27288979,TRUE,TRUE,NA,FALSE,FALSE
27278217,FALSE,FALSE,not_original_article,FALSE,FALSE
27189910,FALSE,FALSE,no_paitc,FALSE,FALSE
27155214,FALSE,FALSE,no_paitc,FALSE,FALSE
27142793,FALSE,FALSE,no_paitc,FALSE,FALSE
27135404,FALSE,FALSE,no_paitc,FALSE,FALSE
27116943,FALSE,FALSE,review,FALSE,FALSE
27091732,FALSE,FALSE,no_paitc,FALSE,FALSE
27082558,FALSE,FALSE,no_paitc,FALSE,FALSE
27079278,FALSE,FALSE,no_paitc,FALSE,FALSE
26979173,FALSE,FALSE,no_paitc,FALSE,FALSE
26971303,FALSE,FALSE,no_paitc,FALSE,FALSE
26949899,FALSE,FALSE,no_paitc,FALSE,FALSE
26933827,FALSE,FALSE,no_paitc,FALSE,FALSE
26908514,FALSE,FALSE,no_paitc,FALSE,FALSE
26907083,FALSE,FALSE,no_paitc,FALSE,FALSE
26886011,FALSE,FALSE,review,FALSE,FALSE
26883661,FALSE,FALSE,no_paitc,FALSE,FALSE
26841367,FALSE,FALSE,no_paitc,FALSE,FALSE
26839044,TRUE,FALSE,NA,FALSE,FALSE
26836914,FALSE,FALSE,no_paitc,FALSE,FALSE
26824145,FALSE,FALSE,no_paitc,FALSE,FALSE
26804561,FALSE,FALSE,no_paitc,FALSE,FALSE
26793987,TRUE,FALSE,NA,FALSE,FALSE
26780905,FALSE,FALSE,no_paitc,FALSE,FALSE
26769792,FALSE,FALSE,no_paitc,FALSE,FALSE
26754852,FALSE,FALSE,no_paitc,FALSE,FALSE
26733020,FALSE,TRUE,no_paitc,FALSE,FALSE
26729046,FALSE,FALSE,no_paitc,FALSE,FALSE
26719325,FALSE,FALSE,protocol,FALSE,FALSE
26671239,FALSE,FALSE,no_paitc,FALSE,FALSE
26637048,FALSE,FALSE,no_paitc,FALSE,FALSE
26602976,TRUE,TRUE,NA,FALSE,FALSE
26586608,FALSE,FALSE,no_itc,FALSE,FALSE
26495961,FALSE,FALSE,no_itc,FALSE,FALSE
26477648,FALSE,FALSE,no_paitc,FALSE,FALSE
26455472,TRUE,FALSE,NA,FALSE,FALSE
29144701,FALSE,FALSE,review,FALSE,FALSE
26390233,TRUE,FALSE,NA,FALSE,FALSE
26382309,FALSE,FALSE,no_paitc,FALSE,FALSE
26363775,FALSE,FALSE,methodological,FALSE,FALSE
26355679,FALSE,FALSE,no_paitc,FALSE,FALSE
26352650,FALSE,FALSE,no_paitc,FALSE,FALSE
26346974,FALSE,FALSE,no_paitc,FALSE,FALSE
26331530,FALSE,FALSE,no_paitc,FALSE,FALSE
26320127,FALSE,FALSE,no_paitc,FALSE,FALSE
26297097,FALSE,FALSE,no_paitc,FALSE,FALSE
26293745,FALSE,FALSE,no_paitc,FALSE,FALSE
26287812,FALSE,FALSE,no_paitc,FALSE,FALSE
26280110,FALSE,FALSE,no_paitc,FALSE,FALSE
26189925,FALSE,FALSE,no_paitc,FALSE,FALSE
26159375,TRUE,FALSE,NA,FALSE,FALSE
26124700,FALSE,FALSE,no_paitc,FALSE,FALSE
29144655,FALSE,FALSE,review,FALSE,FALSE
28609085,FALSE,FALSE,review,FALSE,FALSE
26105964,FALSE,FALSE,no_paitc,FALSE,FALSE
26099484,FALSE,FALSE,no_paitc,FALSE,FALSE
26091937,FALSE,FALSE,no_paitc,FALSE,FALSE
26062932,FALSE,FALSE,no_paitc,FALSE,FALSE
25985265,FALSE,FALSE,no_paitc,FALSE,FALSE
25961824,FALSE,FALSE,no_paitc,FALSE,FALSE
25926144,FALSE,FALSE,no_paitc,FALSE,FALSE
25924975,FALSE,FALSE,methodological,FALSE,FALSE
25906420,FALSE,TRUE,no_paitc,FALSE,FALSE
25887646,FALSE,FALSE,methodological,FALSE,FALSE
25817087,FALSE,FALSE,no_paitc,FALSE,FALSE
25795232,FALSE,FALSE,methodological,FALSE,FALSE
25773559,FALSE,FALSE,no_paitc,FALSE,FALSE
25624763,FALSE,FALSE,no_paitc,FALSE,FALSE
25585376,FALSE,FALSE,no_paitc,FALSE,FALSE
25565891,FALSE,FALSE,no_paitc,FALSE,FALSE
25559771,FALSE,FALSE,no_paitc,FALSE,FALSE
25555272,FALSE,FALSE,no_paitc,FALSE,FALSE
26962372,FALSE,FALSE,no_paitc,FALSE,FALSE
25534216,FALSE,FALSE,protocol,FALSE,FALSE
25533141,FALSE,FALSE,no_itc,FALSE,FALSE
25530283,FALSE,FALSE,review,FALSE,FALSE
25491892,FALSE,FALSE,no_paitc,FALSE,FALSE
25475365,FALSE,FALSE,no_paitc,FALSE,FALSE
25445467,FALSE,FALSE,no_paitc,FALSE,FALSE
25438722,FALSE,TRUE,no_paitc,FALSE,FALSE
25387478,FALSE,FALSE,no_paitc,FALSE,FALSE
25361361,FALSE,FALSE,no_paitc,FALSE,FALSE
27202690,FALSE,TRUE,not_original_article,FALSE,FALSE
27202157,FALSE,TRUE,not_original_article,FALSE,FALSE
25356603,TRUE,FALSE,NA,FALSE,FALSE
25332702,FALSE,FALSE,no_paitc,FALSE,FALSE
25276624,FALSE,FALSE,no_paitc,FALSE,FALSE
25263803,FALSE,FALSE,no_paitc,FALSE,FALSE
25177813,FALSE,FALSE,no_paitc,FALSE,FALSE
25275206,FALSE,FALSE,no_paitc,FALSE,FALSE
25114521,FALSE,FALSE,no_paitc,FALSE,FALSE
25074856,FALSE,FALSE,no_paitc,FALSE,FALSE
25056161,FALSE,FALSE,no_paitc,FALSE,FALSE
25054058,FALSE,FALSE,no_paitc,FALSE,FALSE
24987832,FALSE,FALSE,no_paitc,FALSE,FALSE
24972449,FALSE,FALSE,no_paitc,FALSE,FALSE
24969003,FALSE,TRUE,no_paitc,FALSE,FALSE
24969002,FALSE,FALSE,no_paitc,FALSE,FALSE
24967519,FALSE,FALSE,no_paitc,FALSE,FALSE
24909191,FALSE,FALSE,no_paitc,FALSE,FALSE
24895141,FALSE,FALSE,no_paitc,FALSE,FALSE
24887172,FALSE,FALSE,no_paitc,FALSE,FALSE
24869718,FALSE,FALSE,no_paitc,FALSE,FALSE
24824144,FALSE,FALSE,no_paitc,FALSE,FALSE
24796656,FALSE,FALSE,no_paitc,FALSE,FALSE
24773456,FALSE,FALSE,no_paitc,FALSE,FALSE
24713109,FALSE,FALSE,no_paitc,FALSE,FALSE
24691560,FALSE,FALSE,no_paitc,FALSE,FALSE
24671099,FALSE,FALSE,no_paitc,FALSE,FALSE
24659260,FALSE,FALSE,no_paitc,FALSE,FALSE
24653837,FALSE,FALSE,no_paitc,FALSE,FALSE
24643323,FALSE,FALSE,no_itc,FALSE,FALSE
24640991,FALSE,FALSE,no_paitc,FALSE,FALSE
24636374,FALSE,FALSE,no_paitc,FALSE,FALSE
24627974,FALSE,FALSE,no_paitc,FALSE,FALSE
24617578,FALSE,FALSE,no_paitc,FALSE,FALSE
24599922,FALSE,FALSE,no_paitc,FALSE,FALSE
24596112,FALSE,FALSE,no_paitc,FALSE,FALSE
24587319,FALSE,FALSE,no_paitc,FALSE,FALSE
24574729,FALSE,FALSE,no_paitc,FALSE,FALSE
24508420,FALSE,FALSE,no_paitc,FALSE,FALSE
24493117,FALSE,FALSE,no_paitc,FALSE,FALSE
24491514,FALSE,FALSE,no_paitc,FALSE,FALSE
24460615,FALSE,FALSE,no_paitc,FALSE,FALSE
24314093,TRUE,FALSE,NA,FALSE,FALSE
24308372,FALSE,TRUE,no_paitc,FALSE,FALSE
24304656,FALSE,FALSE,no_paitc,FALSE,FALSE
24281768,FALSE,FALSE,no_paitc,FALSE,FALSE
24204920,FALSE,FALSE,no_paitc,FALSE,FALSE
24114396,FALSE,FALSE,not_original_article,FALSE,FALSE
24112715,FALSE,FALSE,no_paitc,FALSE,FALSE
24083626,FALSE,FALSE,no_paitc,FALSE,FALSE
23981687,FALSE,FALSE,no_paitc,FALSE,FALSE
23975660,TRUE,FALSE,NA,FALSE,FALSE
23945680,FALSE,FALSE,no_paitc,FALSE,FALSE
23890909,FALSE,FALSE,no_paitc,FALSE,FALSE
23881267,FALSE,FALSE,no_paitc,FALSE,FALSE
23870607,FALSE,FALSE,no_paitc,FALSE,FALSE
23843702,FALSE,FALSE,no_paitc,FALSE,FALSE
23801205,FALSE,FALSE,no_paitc,FALSE,FALSE
23718547,FALSE,FALSE,no_paitc,FALSE,FALSE
23691937,FALSE,FALSE,no_paitc,FALSE,FALSE
23618535,FALSE,FALSE,no_paitc,FALSE,FALSE
23617453,FALSE,FALSE,methodological,FALSE,FALSE
23592392,FALSE,FALSE,not_original_article,FALSE,FALSE
23590560,FALSE,FALSE,no_paitc,FALSE,FALSE
27905751,FALSE,FALSE,no_paitc,FALSE,FALSE
23569909,FALSE,FALSE,wrong_topic,FALSE,FALSE
23557834,FALSE,FALSE,no_paitc,FALSE,FALSE
23549384,FALSE,FALSE,no_paitc,FALSE,FALSE
23539190,FALSE,FALSE,not_original_article,FALSE,FALSE
23519234,FALSE,FALSE,no_paitc,FALSE,FALSE
23638487,FALSE,FALSE,no_paitc,FALSE,FALSE
23442134,FALSE,FALSE,no_paitc,FALSE,FALSE
23339434,TRUE,FALSE,NA,FALSE,FALSE
23244817,FALSE,FALSE,methodological,FALSE,FALSE
23239696,FALSE,FALSE,no_paitc,FALSE,FALSE
23196824,FALSE,FALSE,no_paitc,FALSE,FALSE
23186991,FALSE,FALSE,no_paitc,FALSE,FALSE
23177302,FALSE,FALSE,methodological,FALSE,FALSE
23167972,FALSE,FALSE,no_paitc,FALSE,FALSE
23163976,FALSE,FALSE,no_itc,FALSE,FALSE
23150473,FALSE,FALSE,no_paitc,FALSE,FALSE
23140823,FALSE,FALSE,not_original_article,FALSE,FALSE
23129490,FALSE,FALSE,no_paitc,FALSE,FALSE
23113551,TRUE,TRUE,NA,FALSE,FALSE
23092868,FALSE,FALSE,no_paitc,FALSE,FALSE
23011014,FALSE,FALSE,no_paitc,FALSE,FALSE
22999145,FALSE,FALSE,methodological,FALSE,FALSE
22987606,FALSE,FALSE,methodological,FALSE,FALSE
22970794,FALSE,FALSE,no_paitc,FALSE,FALSE
22949487,FALSE,FALSE,no_paitc,FALSE,FALSE
22924967,FALSE,FALSE,no_paitc,FALSE,FALSE
22912382,FALSE,FALSE,no_paitc,FALSE,FALSE
22898892,FALSE,TRUE,no_paitc,FALSE,FALSE
22865774,FALSE,FALSE,wrong_topic,FALSE,FALSE
22832638,FALSE,FALSE,no_paitc,FALSE,FALSE
22788256,FALSE,FALSE,wrong_topic,FALSE,FALSE
22787066,FALSE,FALSE,no_paitc,FALSE,FALSE
22786621,FALSE,FALSE,no_paitc,FALSE,FALSE
22771555,FALSE,FALSE,no_paitc,FALSE,FALSE
22764016,FALSE,FALSE,methodological,FALSE,FALSE
22701591,FALSE,FALSE,no_human,FALSE,FALSE
22700784,FALSE,FALSE,no_paitc,FALSE,FALSE
22693038,FALSE,FALSE,no_paitc,FALSE,FALSE
22657254,FALSE,FALSE,no_paitc,FALSE,FALSE
22641255,FALSE,FALSE,no_itc,FALSE,FALSE
22583463,FALSE,FALSE,no_paitc,FALSE,FALSE
22554024,FALSE,FALSE,no_paitc,FALSE,FALSE
27790010,FALSE,FALSE,no_itc,FALSE,FALSE
22525304,FALSE,FALSE,no_paitc,FALSE,FALSE
22516128,FALSE,FALSE,no_paitc,FALSE,FALSE
22505698,FALSE,FALSE,no_paitc,FALSE,FALSE
21609655,FALSE,FALSE,no_paitc,FALSE,FALSE
22462530,FALSE,FALSE,no_paitc,FALSE,FALSE
27905717,FALSE,FALSE,methodological,FALSE,FALSE
22696776,FALSE,FALSE,no_paitc,FALSE,FALSE
22414178,FALSE,FALSE,no_paitc,FALSE,FALSE
22407741,FALSE,FALSE,no_paitc,FALSE,FALSE
24367204,FALSE,FALSE,no_paitc,FALSE,FALSE
22197769,FALSE,FALSE,wrong_topic,FALSE,FALSE
22048230,FALSE,FALSE,no_paitc,FALSE,FALSE
21962424,FALSE,FALSE,no_paitc,FALSE,FALSE
21937141,FALSE,TRUE,no_paitc,FALSE,FALSE
21935329,FALSE,FALSE,no_paitc,FALSE,FALSE
21920996,FALSE,FALSE,no_paitc,FALSE,FALSE
21856857,FALSE,FALSE,wrong_topic,FALSE,FALSE
21854080,FALSE,FALSE,not_original_article,FALSE,FALSE
21819162,TRUE,FALSE,NA,FALSE,FALSE
21741714,FALSE,FALSE,no_paitc,FALSE,FALSE
21704235,FALSE,FALSE,no_paitc,FALSE,FALSE
21698473,FALSE,FALSE,no_paitc,FALSE,FALSE
21692768,FALSE,FALSE,wrong_topic,FALSE,FALSE
21676119,FALSE,FALSE,no_paitc,FALSE,FALSE
21669367,FALSE,FALSE,no_paitc,FALSE,FALSE
21669366,FALSE,FALSE,no_paitc,FALSE,FALSE
21977547,FALSE,FALSE,no_paitc,FALSE,FALSE
21599551,FALSE,TRUE,no_paitc,FALSE,FALSE
21585706,TRUE,FALSE,NA,FALSE,FALSE
21585704,FALSE,TRUE,no_paitc,FALSE,FALSE
21594220,FALSE,TRUE,no_paitc,FALSE,FALSE
21548941,FALSE,FALSE,methodological,FALSE,FALSE
21524239,TRUE,FALSE,NA,FALSE,FALSE
21388558,FALSE,FALSE,no_paitc,FALSE,FALSE
21375022,FALSE,FALSE,no_itc,FALSE,FALSE
21375020,FALSE,FALSE,no_itc,FALSE,FALSE
21367471,FALSE,FALSE,not_original_article,FALSE,FALSE
21330105,FALSE,FALSE,no_paitc,FALSE,FALSE
21239748,FALSE,FALSE,no_paitc,FALSE,FALSE
21199320,FALSE,FALSE,no_paitc,FALSE,FALSE
21198726,FALSE,FALSE,no_paitc,FALSE,FALSE
21189424,FALSE,FALSE,no_paitc,FALSE,FALSE
21182357,FALSE,FALSE,no_paitc,FALSE,FALSE
21097801,FALSE,FALSE,no_paitc,FALSE,FALSE
21078630,FALSE,FALSE,no_paitc,FALSE,FALSE
20935294,FALSE,FALSE,wrong_topic,FALSE,FALSE
20831304,FALSE,FALSE,methodological,FALSE,FALSE
20831287,FALSE,FALSE,not_original_article,FALSE,FALSE
20828843,FALSE,FALSE,no_paitc,FALSE,FALSE
20825406,FALSE,FALSE,wrong_topic,FALSE,FALSE
20727460,FALSE,TRUE,no_paitc,FALSE,FALSE
20713583,FALSE,FALSE,no_paitc,FALSE,FALSE
20507803,FALSE,FALSE,no_paitc,FALSE,FALSE
20418173,FALSE,FALSE,no_paitc,FALSE,FALSE
20191599,FALSE,FALSE,no_paitc,FALSE,FALSE
20149473,FALSE,FALSE,no_paitc,FALSE,FALSE
20142203,FALSE,FALSE,no_paitc,FALSE,FALSE
20084004,FALSE,FALSE,no_paitc,FALSE,FALSE
34080140,TRUE,FALSE,Mention d'une MAIC dans le r�sum�,TRUE,FALSE
33052055,TRUE,TRUE,Mention d'une comparaison indirecte dans le r�sum� / utilisation MAIC + STC dans le full text,TRUE,FALSE
32853126,FALSE,TRUE,no_paitc,TRUE,FALSE
32826180,TRUE,TRUE,Mention d'une STC dans le r�sum� et le full text,TRUE,FALSE
32216597,FALSE,TRUE,methodological,TRUE,FALSE
29858770,FALSE,TRUE,not_original_article,TRUE,FALSE
29674504,FALSE,TRUE,"MAIC dans le r�sum�, mais tr�s douteux dans le full text",TRUE,FALSE
26967930,FALSE,TRUE,methodological,TRUE,FALSE
25414048,TRUE,TRUE,NA,TRUE,FALSE
27201950,FALSE,FALSE,methodological,TRUE,FALSE
22881362,FALSE,TRUE,Je comprends qu'il n'y a pas de donn�es individuelles (juste des simus),TRUE,FALSE
22552988,FALSE,TRUE,methodological,TRUE,FALSE
20831302,FALSE,TRUE,methodological,TRUE,FALSE
35237351,FALSE,TRUE,no_itc,FALSE,TRUE
34597975,FALSE,TRUE,no_itc,FALSE,TRUE
34372979,FALSE,TRUE,methodological,FALSE,TRUE
34031743,FALSE,TRUE,no_itc,FALSE,TRUE
33603419,FALSE,TRUE,result_not_described,FALSE,TRUE
32969597,FALSE,TRUE,no_paitc,FALSE,TRUE
31940225,FALSE,TRUE,other_paitc,FALSE,TRUE
31218655,FALSE,TRUE,result_not_described,FALSE,TRUE
27202160,FALSE,TRUE,not_original_article,FALSE,TRUE
27202151,FALSE,TRUE,not_original_article,FALSE,TRUE
34991104,FALSE,TRUE,no_paitc,FALSE,TRUE
32550696,FALSE,TRUE,no_itc,FALSE,TRUE
30547369,FALSE,TRUE,review,FALSE,TRUE
