doi	section	ITC num	Ind studies num	questions	decision	first	second	third	car_t_cells
10.1080/09546634.2020.1747592	methodology	3	NA	Treatment name 1	ixekizumab	Interleukin inhibitors	NA	NA	FALSE
10.1080/09546634.2020.1747592	methodology	3	NA	Treatment name 2	tildrakizumab 200mg	Interleukin inhibitors	NA	NA	FALSE
10.1080/09546634.2020.1747592	methodology	4	NA	Treatment name 1	ixekizumab	Interleukin inhibitors	NA	NA	FALSE
10.1080/09546634.2020.1747592	methodology	4	NA	Treatment name 2	tildrakizumab 100mg	Interleukin inhibitors	NA	NA	FALSE
10.1080/09546634.2020.1747592	methodology	5	NA	Treatment name 1	ixekizumab	Interleukin inhibitors	NA	NA	FALSE
10.1080/09546634.2020.1747592	methodology	5	NA	Treatment name 2	tildrakizumab 200mg	Interleukin inhibitors	NA	NA	FALSE
10.1080/09546634.2020.1747592	methodology	6	NA	Treatment name 1	ixekizumab	Interleukin inhibitors	NA	NA	FALSE
10.1080/09546634.2020.1747592	methodology	6	NA	Treatment name 2	risankizumab	Interleukin inhibitors	NA	NA	FALSE
10.1080/09546634.2020.1747592	methodology	7	NA	Treatment name 1	ixekizumab	Interleukin inhibitors	NA	NA	FALSE
10.1080/09546634.2020.1747592	methodology	7	NA	Treatment name 2	risankizumab	Interleukin inhibitors	NA	NA	FALSE
10.1007/s12325-020-01378-y	methodology	1	NA	Treatment name 1	cabozantinib	Other protein kinase inhibitors	NA	NA	FALSE
10.1007/s12325-020-01378-y	methodology	1	NA	Treatment name 2	regorafenib	Other protein kinase inhibitors	NA	NA	FALSE
10.1007/s12325-020-01378-y	methodology	2	NA	Treatment name 1	NA	NA	NA	NA	NA
10.1007/s12325-020-01378-y	methodology	2	NA	Treatment name 2	NA	NA	NA	NA	NA
10.2217/cer-2020-0069	methodology	1	NA	Treatment name 1	tisagenlecleucel	Other antineoplastic agents	NA	NA	FALSE
10.2217/cer-2020-0069	methodology	1	NA	Treatment name 2	blinatumomab	Monoclonal antibodies	NA	NA	FALSE
10.2217/cer-2020-0069	methodology	2	NA	Treatment name 1	tisagenlecleucel	Other antineoplastic agents	NA	NA	FALSE
10.2217/cer-2020-0069	methodology	2	NA	Treatment name 2	clofarabine	Purine analogues	NA	NA	FALSE
10.2217/cer-2020-0069	methodology	3	NA	Treatment name 1	tisagenlecleucel	Other antineoplastic agents	NA	NA	FALSE
10.2217/cer-2020-0069	methodology	3	NA	Treatment name 2	clofarabine + etoposide plus cyclophosphamide	Purine analogues	NA	NA	FALSE
10.2217/cer-2020-0069	methodology	4	NA	Treatment name 1	tisagenlecleucel	Other antineoplastic agents	NA	NA	FALSE
10.2217/cer-2020-0069	methodology	4	NA	Treatment name 2	polychemotherapy/high-dose single-agent regimens/stem-cell transplantation (salvage-1)	NA	NA	NA	NA
10.2217/cer-2020-0069	methodology	5	NA	Treatment name 1	tisagenlecleucel	Other antineoplastic agents	NA	NA	FALSE
10.2217/cer-2020-0069	methodology	5	NA	Treatment name 2	palliative therapy/salvage therapy ± second stem-cell transplantation (salvage-2)	NA	NA	NA	NA
10.1016/j.clgc.2020.07.006	methodology	1	NA	Treatment name 1	pembrolizumab	Monoclonal antibodies	NA	NA	FALSE
10.1016/j.clgc.2020.07.006	methodology	1	NA	Treatment name 2	carboplatin + gemcitabine	Platinum compounds	Pyrimidine analogues	NA	FALSE
10.2217/fon-2020-0823	methodology	1	NA	Treatment name 1	cemiplimab	Monoclonal antibodies	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	1	NA	Treatment name 2	erlotinib	Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	10	NA	Treatment name 1	cemiplimab	Monoclonal antibodies	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	10	NA	Treatment name 2	gefitinib	Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	11	NA	Treatment name 1	cemiplimab	Monoclonal antibodies	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	11	NA	Treatment name 2	dacomitinib	Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	12	NA	Treatment name 1	cemiplimab	Monoclonal antibodies	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	12	NA	Treatment name 2	dacomitinib	Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	13	NA	Treatment name 1	cemiplimab	Monoclonal antibodies	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	13	NA	Treatment name 2	panitumumab	Monoclonal antibodies	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	14	NA	Treatment name 1	cemiplimab	Monoclonal antibodies	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	14	NA	Treatment name 2	panitumumab	Monoclonal antibodies	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	15	NA	Treatment name 1	cemiplimab	Monoclonal antibodies	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	15	NA	Treatment name 2	pembrolizumab	Monoclonal antibodies	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	16	NA	Treatment name 1	cemiplimab	Monoclonal antibodies	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	16	NA	Treatment name 2	pembrolizumab	Monoclonal antibodies	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	17	NA	Treatment name 1	cemiplimab	Monoclonal antibodies	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	17	NA	Treatment name 2	pembrolizumab	Monoclonal antibodies	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	18	NA	Treatment name 1	cemiplimab	Monoclonal antibodies	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	18	NA	Treatment name 2	pembrolizumab	Monoclonal antibodies	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	19	NA	Treatment name 1	cemiplimab	Monoclonal antibodies	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	19	NA	Treatment name 2	cetuximab	Monoclonal antibodies	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	2	NA	Treatment name 1	cemiplimab	Monoclonal antibodies	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	2	NA	Treatment name 2	erlotinib	Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	20	NA	Treatment name 1	cemiplimab	Monoclonal antibodies	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	20	NA	Treatment name 2	cetuximab	Monoclonal antibodies	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	3	NA	Treatment name 1	cemiplimab	Monoclonal antibodies	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	3	NA	Treatment name 2	platinum-based chemotherapy	Platinum compounds	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	4	NA	Treatment name 1	cemiplimab	Monoclonal antibodies	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	4	NA	Treatment name 2	platinum-based chemotherapy	Platinum compounds	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	5	NA	Treatment name 1	cemiplimab	Monoclonal antibodies	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	5	NA	Treatment name 2	cetuximab	Monoclonal antibodies	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	6	NA	Treatment name 1	cemiplimab	Monoclonal antibodies	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	6	NA	Treatment name 2	cetuximab	Monoclonal antibodies	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	7	NA	Treatment name 1	cemiplimab	Monoclonal antibodies	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	7	NA	Treatment name 2	cetuximab	Monoclonal antibodies	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	8	NA	Treatment name 1	cemiplimab	Monoclonal antibodies	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	8	NA	Treatment name 2	cetuximab	Monoclonal antibodies	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	9	NA	Treatment name 1	cemiplimab	Monoclonal antibodies	NA	NA	FALSE
10.2217/fon-2020-0823	methodology	9	NA	Treatment name 2	gefitinib	Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors	NA	NA	FALSE
10.1007/s40744-020-00257-w	methodology	1	NA	Treatment name 1	upadacitinib monotherapy	Selective immunosuppressants	NA	NA	FALSE
10.1007/s40744-020-00257-w	methodology	1	NA	Treatment name 2	tofacitinib + methotrexate	Selective immunosuppressants	Folic acid analogues	NA	FALSE
10.1007/s40744-020-00257-w	methodology	2	NA	Treatment name 1	upadacitinib + methotrexate	Selective immunosuppressants	Folic acid analogues	NA	FALSE
10.1007/s40744-020-00257-w	methodology	2	NA	Treatment name 2	tofacitinib + methotrexate	Selective immunosuppressants	Folic acid analogues	NA	FALSE
10.1007/s12325-020-01599-1	methodology	1	NA	Treatment name 1	recombinant fviiifc	Blood coagulation factors	NA	NA	FALSE
10.1007/s12325-020-01599-1	methodology	1	NA	Treatment name 2	damoctocog alfa pegol (pooled prophylaxis)	Blood coagulation factors	NA	NA	FALSE
10.1007/s12325-020-01599-1	methodology	2	NA	Treatment name 1	recombinant fviiifc	Blood coagulation factors	NA	NA	FALSE
10.1007/s12325-020-01599-1	methodology	2	NA	Treatment name 2	damoctocog alfa pegol twice weekly	Blood coagulation factors	NA	NA	FALSE
10.1007/s12325-020-01599-1	methodology	3	NA	Treatment name 1	recombinant fviiifc	Blood coagulation factors	NA	NA	FALSE
10.1007/s12325-020-01599-1	methodology	3	NA	Treatment name 2	damoctocog alfa pegol q5d	Blood coagulation factors	NA	NA	FALSE
10.1007/s12325-020-01599-1	methodology	4	NA	Treatment name 1	recombinant fviiifc	Blood coagulation factors	NA	NA	FALSE
10.1007/s12325-020-01599-1	methodology	4	NA	Treatment name 2	damoctocog alfa pegol q7d	Blood coagulation factors	NA	NA	FALSE
10.1177/1756286420975916	methodology	1	NA	Treatment name 1	peginterferon beta-1a	Interferons	NA	NA	FALSE
10.1177/1756286420975916	methodology	1	NA	Treatment name 2	glatiramer acetate	Other immunostimulants	NA	NA	FALSE
10.2217/cer-2020-0272	methodology	1	NA	Treatment name 1	palbociclib + fulvestrant	Cyclin-dependent kinase (CDK) inhibitors	Anti-estrogens	NA	FALSE
10.2217/cer-2020-0272	methodology	1	NA	Treatment name 2	abemaciclib + fulvestrant	Cyclin-dependent kinase (CDK) inhibitors	Anti-estrogens	NA	FALSE
10.2217/cer-2020-0272	methodology	2	NA	Treatment name 1	palbociclib + fulvestrant	Cyclin-dependent kinase (CDK) inhibitors	Anti-estrogens	NA	FALSE
10.2217/cer-2020-0272	methodology	2	NA	Treatment name 2	ribociclib + fulvestrant	Cyclin-dependent kinase (CDK) inhibitors	Anti-estrogens	NA	FALSE
10.2147/jbm.s288283	methodology	1	NA	Treatment name 1	rfviiifc	Blood coagulation factors	NA	NA	FALSE
10.2147/jbm.s288283	methodology	1	NA	Treatment name 2	emicizumab every week	Other systemic hemostatics	NA	NA	FALSE
10.2147/jbm.s288283	methodology	2	NA	Treatment name 1	rfviiifc	Blood coagulation factors	NA	NA	FALSE
10.2147/jbm.s288283	methodology	2	NA	Treatment name 2	emicizumab every 2 weeks	Other systemic hemostatics	NA	NA	FALSE
10.2147/jbm.s288283	methodology	3	NA	Treatment name 1	rfviiifc	Blood coagulation factors	NA	NA	FALSE
10.2147/jbm.s288283	methodology	3	NA	Treatment name 2	emicizumab every 4 weeks	Other systemic hemostatics	NA	NA	FALSE
10.2217/cer-2020-0280	methodology	1	NA	Treatment name 1	glasdegib + low-dose cytarabine	Hedgehog pathway inhibitors	Pyrimidine analogues	NA	FALSE
10.2217/cer-2020-0280	methodology	1	NA	Treatment name 2	venetoclax + low-dose cytarabine	Other antineoplastic agents	Pyrimidine analogues	NA	FALSE
10.36469/jheor.2021.19008	methodology	1	NA	Treatment name 1	remestemcel-l-rknd	IMMUNOSUPPRESSANTS	NA	NA	FALSE
10.36469/jheor.2021.19008	methodology	1	NA	Treatment name 2	ruxolitinib	Janus-associated kinase (JAK) inhibitors	NA	NA	FALSE
10.1007/s12325-021-01700-2	methodology	1	NA	Treatment name 1	cabozantinib	Other protein kinase inhibitors	NA	NA	FALSE
10.1007/s12325-021-01700-2	methodology	1	NA	Treatment name 2	ramucirumab	Monoclonal antibodies	NA	NA	FALSE
10.1016/j.lungcan.2021.03.020	methodology	1	NA	Treatment name 1	pembrolizumab + chemotherapy	Monoclonal antibodies	ANTINEOPLASTIC AGENTS	NA	FALSE
10.1016/j.lungcan.2021.03.020	methodology	1	NA	Treatment name 2	atezolizumab + chemotherapy	Monoclonal antibodies	ANTINEOPLASTIC AGENTS	NA	FALSE
10.1016/j.lungcan.2021.03.020	methodology	2	NA	Treatment name 1	pembrolizumab + chemotherapy	Monoclonal antibodies	ANTINEOPLASTIC AGENTS	NA	FALSE
10.1016/j.lungcan.2021.03.020	methodology	2	NA	Treatment name 2	atezolizumab + bevacizumab + chemotherapy	Monoclonal antibodies	Monoclonal antibodies	ANTINEOPLASTIC AGENTS	FALSE
10.1080/10428194.2021.1913143	methodology	1	NA	Treatment name 1	idecabtagene vicleucel	ANTINEOPLASTIC AGENTS	NA	NA	TRUE
10.1080/10428194.2021.1913143	methodology	1	NA	Treatment name 2	selinexor + dexamethasone	Other antineoplastic agents	Glucocorticoids	NA	FALSE
10.1080/10428194.2021.1913143	methodology	2	NA	Treatment name 1	idecabtagene + vicleucel	ANTINEOPLASTIC AGENTS	ANTINEOPLASTIC AGENTS	NA	TRUE
10.1080/10428194.2021.1913143	methodology	2	NA	Treatment name 2	belantamab mafodotin	Monoclonal antibodies	NA	NA	FALSE
10.1007/s12325-021-01756-0	methodology	1	NA	Treatment name 1	lisocabtagene maraleucel	ANTINEOPLASTIC AGENTS	NA	NA	TRUE
10.1007/s12325-021-01756-0	methodology	1	NA	Treatment name 2	salvage chemotherapy	ANTINEOPLASTIC AGENTS	NA	NA	FALSE
10.1111/head.14128	methodology	1	NA	Treatment name 1	rimegepant	Calcitonin gene-related peptide (CGRP) antagonists	NA	NA	FALSE
10.1111/head.14128	methodology	1	NA	Treatment name 2	placebo	placebo	NA	NA	FALSE
10.1111/head.14128	methodology	2	NA	Treatment name 1	rimegepant	Calcitonin gene-related peptide (CGRP) antagonists	NA	NA	FALSE
10.1111/head.14128	methodology	2	NA	Treatment name 2	galcanezumab	Calcitonin gene-related peptide (CGRP) antagonists	NA	NA	FALSE
10.1111/head.14128	methodology	3	NA	Treatment name 1	rimegepant	Calcitonin gene-related peptide (CGRP) antagonists	NA	NA	FALSE
10.1111/head.14128	methodology	3	NA	Treatment name 2	placebo	placebo	NA	NA	FALSE
10.1111/head.14128	methodology	4	NA	Treatment name 1	rimegepant	Calcitonin gene-related peptide (CGRP) antagonists	NA	NA	FALSE
10.1111/head.14128	methodology	4	NA	Treatment name 2	erenumab	Calcitonin gene-related peptide (CGRP) antagonists	NA	NA	FALSE
10.3390/biom11060780	methodology	1	NA	Treatment name 1	gemcitabine + nab-paclitaxel	Pyrimidine analogues	Taxanes	NA	FALSE
10.3390/biom11060780	methodology	1	NA	Treatment name 2	folfirinox	ANTINEOPLASTIC AGENTS	NA	NA	FALSE
10.1080/03007995.2021.1947216	methodology	1	NA	Treatment name 1	onasemnogene abeparvovec	Other drugs for disorders of the musculo-skeletal system	NA	NA	FALSE
10.1080/03007995.2021.1947216	methodology	1	NA	Treatment name 2	nusinersen	Other drugs for disorders of the musculo-skeletal system	NA	NA	FALSE
10.1080/03007995.2021.1953456	methodology	1	NA	Treatment name 1	ciltacabtagene autoleucel	ANTINEOPLASTIC AGENTS	NA	NA	TRUE
10.1080/03007995.2021.1953456	methodology	1	NA	Treatment name 2	idecabtagene vicleucel	ANTINEOPLASTIC AGENTS	NA	NA	TRUE
10.1111/dom.14497	methodology	1	NA	Treatment name 1	semaglutide 1.0mg	Glucagon-like peptide-1 (GLP-1) analogues	NA	NA	FALSE
10.1111/dom.14497	methodology	1	NA	Treatment name 2	dulaglutide 3.0mg	Glucagon-like peptide-1 (GLP-1) analogues	NA	NA	FALSE
10.1111/dom.14497	methodology	2	NA	Treatment name 1	semaglutide 1.0mg	Glucagon-like peptide-1 (GLP-1) analogues	NA	NA	FALSE
10.1111/dom.14497	methodology	2	NA	Treatment name 2	dulaglutide 4.5mg	Glucagon-like peptide-1 (GLP-1) analogues	NA	NA	FALSE
10.1007/s12325-021-01853-0	methodology	1	NA	Treatment name 1	rviii-singlechain	Blood coagulation factors	NA	NA	FALSE
10.1007/s12325-021-01853-0	methodology	1	NA	Treatment name 2	rahf-pfm	Blood coagulation factors	NA	NA	FALSE
10.1007/s12325-021-01853-0	methodology	2	NA	Treatment name 1	rviii-singlechain	Blood coagulation factors	NA	NA	FALSE
10.1007/s12325-021-01853-0	methodology	2	NA	Treatment name 2	rahf-pfm	Blood coagulation factors	NA	NA	FALSE
10.1007/s12325-021-01853-0	methodology	3	NA	Treatment name 1	rviii-singlechain	Blood coagulation factors	NA	NA	FALSE
10.1007/s12325-021-01853-0	methodology	3	NA	Treatment name 2	rfviiifc	Blood coagulation factors	NA	NA	FALSE
10.1186/s13045-021-01144-9	methodology	1	NA	Treatment name 1	lisocabtagene maraleucel	ANTINEOPLASTIC AGENTS	NA	NA	TRUE
10.1186/s13045-021-01144-9	methodology	1	NA	Treatment name 2	axicabtagene ciloleucel	Other antineoplastic agents	NA	NA	TRUE
10.1177/17588359211049639	methodology	1	NA	Treatment name 1	olaparib + bevacizumab	Poly (ADP-ribose) polymerase (PARP) inhibitors	Monoclonal antibodies	NA	FALSE
10.1177/17588359211049639	methodology	1	NA	Treatment name 2	niraparib	Poly (ADP-ribose) polymerase (PARP) inhibitors	NA	NA	FALSE
10.1177/17588359211049639	methodology	2	NA	Treatment name 1	bevacizumab + placebo	Monoclonal antibodies	placebo	NA	FALSE
10.1177/17588359211049639	methodology	2	NA	Treatment name 2	niraparib	Poly (ADP-ribose) polymerase (PARP) inhibitors	NA	NA	FALSE
10.1177/17588359211049639	methodology	3	NA	Treatment name 1	olaparib + bevacizumab	Poly (ADP-ribose) polymerase (PARP) inhibitors	Monoclonal antibodies	NA	FALSE
10.1177/17588359211049639	methodology	3	NA	Treatment name 2	placebo	placebo	NA	NA	FALSE
10.1177/17588359211049639	methodology	4	NA	Treatment name 1	placebo + bevacizumab	placebo	Monoclonal antibodies	NA	FALSE
10.1177/17588359211049639	methodology	4	NA	Treatment name 2	placebo	placebo	NA	NA	FALSE
10.2217/cer-2021-0221	methodology	1	NA	Treatment name 1	palbociclib + fulvestrant	Cyclin-dependent kinase (CDK) inhibitors	Anti-estrogens	NA	FALSE
10.2217/cer-2021-0221	methodology	1	NA	Treatment name 2	abemaciclib + fulvestrant	Cyclin-dependent kinase (CDK) inhibitors	Anti-estrogens	NA	FALSE
10.2147/cmar.s325043	methodology	1	NA	Treatment name 1	ribociclib + fulvestrant	Cyclin-dependent kinase (CDK) inhibitors	Anti-estrogens	NA	FALSE
10.2147/cmar.s325043	methodology	1	NA	Treatment name 2	palbociclib + letrozole	Cyclin-dependent kinase (CDK) inhibitors	Aromatase inhibitors	NA	FALSE
10.2147/cmar.s325043	methodology	2	NA	Treatment name 1	placebo + fulvestrant	placebo	Anti-estrogens	NA	FALSE
10.2147/cmar.s325043	methodology	2	NA	Treatment name 2	letrozole	Aromatase inhibitors	NA	NA	FALSE
10.1007/s12325-021-01885-6	methodology	1	NA	Treatment name 1	apalutamide + adt	Anti-androgens	Anti-androgens	NA	FALSE
10.1007/s12325-021-01885-6	methodology	1	NA	Treatment name 2	darolutamide + adt	Anti-androgens	Anti-androgens	NA	FALSE
10.1016/j.ejcsup.2021.06.002	methodology	1	NA	Treatment name 1	[177lu]lu-dota-tate	Various therapeutic radiopharmaceuticals	NA	NA	FALSE
10.1016/j.ejcsup.2021.06.002	methodology	1	NA	Treatment name 2	everolimus	Mammalian target of rapamycin (mTOR) kinase inhibitors	NA	NA	FALSE
10.1016/j.ejcsup.2021.06.002	methodology	2	NA	Treatment name 1	[177lu]lu-dota-tate	Various therapeutic radiopharmaceuticals	NA	NA	FALSE
10.1016/j.ejcsup.2021.06.002	methodology	2	NA	Treatment name 2	best supportive care (bsc)	supportive or standard of care	NA	NA	FALSE
10.1016/j.ejcsup.2021.06.002	methodology	3	NA	Treatment name 1	[177lu]lu-dota-tate	Various therapeutic radiopharmaceuticals	NA	NA	FALSE
10.1016/j.ejcsup.2021.06.002	methodology	3	NA	Treatment name 2	sunitinib	Other protein kinase inhibitors	NA	NA	FALSE
10.1016/j.ejcsup.2021.06.002	methodology	4	NA	Treatment name 1	[177lu]lu-dota-tate	Various therapeutic radiopharmaceuticals	NA	NA	FALSE
10.1016/j.ejcsup.2021.06.002	methodology	4	NA	Treatment name 2	best supportive care	supportive or standard of care	NA	NA	FALSE
10.1016/j.ejcsup.2021.06.002	methodology	5	NA	Treatment name 1	[177lu]lu-dota-tate	Various therapeutic radiopharmaceuticals	NA	NA	FALSE
10.1016/j.ejcsup.2021.06.002	methodology	5	NA	Treatment name 2	everolimus	Mammalian target of rapamycin (mTOR) kinase inhibitors	NA	NA	FALSE
10.1016/j.ejcsup.2021.06.002	methodology	6	NA	Treatment name 1	[177lu]lu-dota-tate	Various therapeutic radiopharmaceuticals	NA	NA	FALSE
10.1016/j.ejcsup.2021.06.002	methodology	6	NA	Treatment name 2	best supportive care	supportive or standard of care	NA	NA	FALSE
10.1080/10428194.2021.2010069	methodology	1	NA	Treatment name 1	tisagenlecleucel	Other antineoplastic agents	NA	NA	FALSE
10.1080/10428194.2021.2010069	methodology	1	NA	Treatment name 2	lisocabtagene	ANTINEOPLASTIC AGENTS	NA	NA	TRUE
10.1080/03007995.2022.2030112	methodology	1	NA	Treatment name 1	amlodipine 5 mg + bisoprolol 5 mg	Dihydropyridine derivatives	Beta blocking agents, selective	NA	FALSE
10.1080/03007995.2022.2030112	methodology	1	NA	Treatment name 2	amlodipine 10mg,	Dihydropyridine derivatives	NA	NA	FALSE
10.2217/imt-2021-0273	methodology	1	NA	Treatment name 1	pembrolizumab	Monoclonal antibodies	NA	NA	FALSE
10.2217/imt-2021-0273	methodology	1	NA	Treatment name 2	nivolumab + ipilimumab	Monoclonal antibodies	Monoclonal antibodies	NA	FALSE
10.1007/s12325-022-02054-z	methodology	1	NA	Treatment name 1	tazemetostat	Other antineoplastic agents	NA	NA	FALSE
10.1007/s12325-022-02054-z	methodology	1	NA	Treatment name 2	idelalisib	Phosphatidylinositol-3-kinase (Pi3K) inhibitors	NA	NA	FALSE
10.1007/s12325-022-02054-z	methodology	2	NA	Treatment name 1	tazemetostat	Other antineoplastic agents	NA	NA	FALSE
10.1007/s12325-022-02054-z	methodology	2	NA	Treatment name 2	duvelisib	Phosphatidylinositol-3-kinase (Pi3K) inhibitors	NA	NA	FALSE
10.1007/s12325-022-02054-z	methodology	3	NA	Treatment name 1	tazemetostat	Other antineoplastic agents	NA	NA	FALSE
10.1007/s12325-022-02054-z	methodology	3	NA	Treatment name 2	copanlisib	Phosphatidylinositol-3-kinase (Pi3K) inhibitors	NA	NA	FALSE
10.1007/s12325-022-02054-z	methodology	4	NA	Treatment name 1	tazemetostat	Other antineoplastic agents	NA	NA	FALSE
10.1007/s12325-022-02054-z	methodology	4	NA	Treatment name 2	umbralisib	Other protein kinase inhibitors	NA	NA	FALSE
10.2217/fon-2021-1102	methodology	1	NA	Treatment name 1	crizotinib	Anaplastic lymphoma kinase (ALK) inhibitors	NA	NA	FALSE
10.2217/fon-2021-1102	methodology	1	NA	Treatment name 2	entrectinib	Other protein kinase inhibitors	NA	NA	FALSE
10.2217/fon-2021-1102	methodology	2	NA	Treatment name 1	crizotinib	Anaplastic lymphoma kinase (ALK) inhibitors	NA	NA	FALSE
10.2217/fon-2021-1102	methodology	2	NA	Treatment name 2	crizotinib	Anaplastic lymphoma kinase (ALK) inhibitors	NA	NA	FALSE
10.2217/fon-2021-1102	methodology	3	NA	Treatment name 1	crizotinib	Anaplastic lymphoma kinase (ALK) inhibitors	NA	NA	FALSE
10.2217/fon-2021-1102	methodology	3	NA	Treatment name 2	crizotinib	Anaplastic lymphoma kinase (ALK) inhibitors	NA	NA	FALSE
10.1080/10428194.2022.2047962	methodology	1	NA	Treatment name 1	carfizomib + dexamethasone+daratumumab	Proteasome inhibitors	Glucocorticoids	Monoclonal antibodies	FALSE
10.1080/10428194.2022.2047962	methodology	1	NA	Treatment name 2	daratumumab + velcade+dexamethasone	Monoclonal antibodies	Proteasome inhibitors	Glucocorticoids	FALSE
10.1111/bjd.16140	methodology	xx	NA	Treatment name 1	ixekizumab	Interleukin inhibitors	NA	NA	FALSE
10.1111/bjd.16140	methodology	xx	NA	Treatment name 2	secukinumab	Interleukin inhibitors	NA	NA	FALSE
10.1111/bjd.16140	methodology	xx	NA	Treatment name 1	ixekizumab	Interleukin inhibitors	NA	NA	FALSE
10.1111/bjd.16140	methodology	xx	NA	Treatment name 2	secukinumab	Interleukin inhibitors	NA	NA	FALSE
10.1111/bjd.16140	methodology	3	NA	Treatment name 1	ixekizumab	Interleukin inhibitors	NA	NA	FALSE
10.1111/bjd.16140	methodology	3	NA	Treatment name 2	secukinumab	Interleukin inhibitors	NA	NA	FALSE
10.1111/bjd.16140	methodology	xx	NA	Treatment name 1	ixekizumab	Interleukin inhibitors	NA	NA	FALSE
10.1111/bjd.16140	methodology	xx	NA	Treatment name 2	secukinumab	Interleukin inhibitors	NA	NA	FALSE
10.1111/bjd.16140	methodology	5	NA	Treatment name 1	ixekizumab	Interleukin inhibitors	NA	NA	FALSE
10.1111/bjd.16140	methodology	5	NA	Treatment name 2	secukinumab	Interleukin inhibitors	NA	NA	FALSE
10.1111/bjd.16140	methodology	xx	NA	Treatment name 1	ixekizumab	Interleukin inhibitors	NA	NA	FALSE
10.1111/bjd.16140	methodology	xx	NA	Treatment name 2	secukinumab	Interleukin inhibitors	NA	NA	FALSE
